name,Strain,gisaid_epi_isl,Collection Data,Region,Country,Admin Division,Region of exposure,Country of exposure,Division of exposure
hCoV-19/USA/WY-WYPHL-20010244/2020|EPI_ISL_539799|2020-04-24|NorthAmerica,USA/WY-WYPHL-20010244/2020,EPI_ISL_539799,2020-04-24,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/NM-UNM-00716/2020|EPI_ISL_582178|2020-05-01|NorthAmerica,USA/NM-UNM-00716/2020,EPI_ISL_582178,2020-05-01,North America,USA,New Mexico,North America,USA,
hCoV-19/USA/AZ-UNM-00365/2020|EPI_ISL_508086|2020-04-30|NorthAmerica,USA/AZ-UNM-00365/2020,EPI_ISL_508086,2020-04-30,North America,USA,Arizona,North America,USA,
hCoV-19/USA/LA-ALSR-0071-NBG/2020|EPI_ISL_434527|2020-03-26|NorthAmerica,USA/LA-ALSR-0071-NBG/2020,EPI_ISL_434527,2020-03-26,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/TX-HMH0204/2020|EPI_ISL_434879|2020-03-24|NorthAmerica,USA/TX-HMH0204/2020,EPI_ISL_434879,2020-03-24,North America,USA,Texas,North America,USA,
hCoV-19/USA/AK-PHL151/2020|EPI_ISL_435441|2020-04-07|NorthAmerica,USA/AK-PHL151/2020,EPI_ISL_435441,2020-04-07,North America,USA,Alaska,North America,USA,
hCoV-19/USA/AZ-TG272213/2020|EPI_ISL_426556|2020-04-01|NorthAmerica,USA/AZ-TG272213/2020,EPI_ISL_426556,2020-04-01,North America,USA,Arizona,North America,USA,
hCoV-19/USA/TN-QDX-246/2020|EPI_ISL_498737|2020-04-28|NorthAmerica,USA/TN-QDX-246/2020,EPI_ISL_498737,2020-04-28,North America,USA,Tennessee,North America,USA,
hCoV-19/USA/ID-UW-5888/2020|EPI_ISL_570079|2020-04-05|NorthAmerica,USA/ID-UW-5888/2020,EPI_ISL_570079,2020-04-05,North America,USA,Idaho,North America,USA,
hCoV-19/USA/TN-QDX-126/2020|EPI_ISL_467905|2020-03-13|NorthAmerica,USA/TN-QDX-126/2020,EPI_ISL_467905,2020-03-13,North America,USA,Tennessee,North America,USA,
hCoV-19/USA/ID-UW-2480/2020|EPI_ISL_485946|2020-03-28|NorthAmerica,USA/ID-UW-2480/2020,EPI_ISL_485946,2020-03-28,North America,USA,Idaho,North America,USA,
hCoV-19/USA/AK-PHL280/2020|EPI_ISL_492063|2020-04-19|NorthAmerica,USA/AK-PHL280/2020,EPI_ISL_492063,2020-04-19,North America,USA,Alaska,North America,USA,
hCoV-19/USA/ID-UW-7306/2020|EPI_ISL_570187|2020-04-04|NorthAmerica,USA/ID-UW-7306/2020,EPI_ISL_570187,2020-04-04,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-2047/2020|EPI_ISL_477680|2020-03-22|NorthAmerica,USA/ID-UW-2047/2020,EPI_ISL_477680,2020-03-22,North America,USA,Idaho,North America,USA,
hCoV-19/USA/AK-PHL205/2020|EPI_ISL_492062|2020-04-13|NorthAmerica,USA/AK-PHL205/2020,EPI_ISL_492062,2020-04-13,North America,USA,Alaska,North America,USA,
hCoV-19/USA/ID-UW-6467/2020|EPI_ISL_437836|2020-04-02|NorthAmerica,USA/ID-UW-6467/2020,EPI_ISL_437836,2020-04-02,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-4597/2020|EPI_ISL_460628|2020-03-30|NorthAmerica,USA/ID-UW-4597/2020,EPI_ISL_460628,2020-03-30,North America,USA,Idaho,North America,USA,
hCoV-19/USA/NC-QDX-181/2020|EPI_ISL_494528|2020-04-28|NorthAmerica,USA/NC-QDX-181/2020,EPI_ISL_494528,2020-04-28,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/ID-QDX-688/2020|EPI_ISL_571431|2020-03-18|NorthAmerica,USA/ID-QDX-688/2020,EPI_ISL_571431,2020-03-18,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-QDX-1089/2020|EPI_ISL_571830|2020-03-20|NorthAmerica,USA/ID-QDX-1089/2020,EPI_ISL_571830,2020-03-20,North America,USA,Idaho,North America,USA,
hCoV-19/USA/AK-PHL118/2020|EPI_ISL_427622|2020-03-24|NorthAmerica,USA/AK-PHL118/2020,EPI_ISL_427622,2020-03-24,North America,USA,Alaska,North America,USA,
hCoV-19/USA/ID-UW-4239/2020|EPI_ISL_427169|2020-03-30|NorthAmerica,USA/ID-UW-4239/2020,EPI_ISL_427169,2020-03-30,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-4424/2020|EPI_ISL_426071|2020-03-29|NorthAmerica,USA/ID-UW-4424/2020,EPI_ISL_426071,2020-03-29,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-6468/2020|EPI_ISL_570120|2020-04-02|NorthAmerica,USA/ID-UW-6468/2020,EPI_ISL_570120,2020-04-02,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-6472/2020|EPI_ISL_437837|2020-04-02|NorthAmerica,USA/ID-UW-6472/2020,EPI_ISL_437837,2020-04-02,North America,USA,Idaho,North America,USA,
hCoV-19/USA/ID-UW-6454/2020|EPI_ISL_570117|2020-04-03|NorthAmerica,USA/ID-UW-6454/2020,EPI_ISL_570117,2020-04-03,North America,USA,Idaho,North America,USA,
hCoV-19/USA/LA-GBCL-26544577/2020|EPI_ISL_485149|2020-04-17|NorthAmerica,USA/LA-GBCL-26544577/2020,EPI_ISL_485149,2020-04-17,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/LA-EVTL135/2020|EPI_ISL_451296|2020-05-09|NorthAmerica,USA/LA-EVTL135/2020,EPI_ISL_451296,2020-05-09,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/FL-UF5/2020|EPI_ISL_447589|2020-03-27|NorthAmerica,USA/FL-UF5/2020,EPI_ISL_447589,2020-03-27,North America,USA,Florida,North America,USA,
hCoV-19/USA/MS-USAFSAM-S025/2020|EPI_ISL_512798|2020-03-30|NorthAmerica,USA/MS-USAFSAM-S025/2020,EPI_ISL_512798,2020-03-30,North America,USA,Mississippi,North America,USA,
hCoV-19/USA/LA-EVTL107/2020|EPI_ISL_451268|2020-05-07|NorthAmerica,USA/LA-EVTL107/2020,EPI_ISL_451268,2020-05-07,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/AL-QDX-470/2020|EPI_ISL_571155|2020-03-22|NorthAmerica,USA/AL-QDX-470/2020,EPI_ISL_571155,2020-03-22,North America,USA,Alabama,North America,USA,
hCoV-19/USA/LA-GBCL-26556578/2020|EPI_ISL_485204|2020-04-14|NorthAmerica,USA/LA-GBCL-26556578/2020,EPI_ISL_485204,2020-04-14,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/LA-ALSR-0076-NBG/2020|EPI_ISL_434530|2020-03-31|NorthAmerica,USA/LA-ALSR-0076-NBG/2020,EPI_ISL_434530,2020-03-31,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/MS-USAFSAM-S022/2020|EPI_ISL_512796|2020-03-24|NorthAmerica,USA/MS-USAFSAM-S022/2020,EPI_ISL_512796,2020-03-24,North America,USA,Mississippi,North America,USA,
hCoV-19/USA/NC-200428/2020|EPI_ISL_524428|2020-04-08|NorthAmerica,USA/NC-200428/2020,EPI_ISL_524428,2020-04-08,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/NC-200407/2020|EPI_ISL_524429|2020-04-07|NorthAmerica,USA/NC-200407/2020,EPI_ISL_524429,2020-04-07,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/NC-200313/2020|EPI_ISL_524432|2020-04-03|NorthAmerica,USA/NC-200313/2020,EPI_ISL_524432,2020-04-03,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/LA-UW-MAYO81/2020|EPI_ISL_490997|2020-03-17|NorthAmerica,USA/LA-UW-MAYO81/2020,EPI_ISL_490997,2020-03-17,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/TX-HMH-1401/2020|EPI_ISL_542699|2020-04-30|NorthAmerica,USA/TX-HMH-1401/2020,EPI_ISL_542699,2020-04-30,North America,USA,Texas,North America,USA,
hCoV-19/USA/AL-QDX-245/2020|EPI_ISL_498696|2020-04-28|NorthAmerica,USA/AL-QDX-245/2020,EPI_ISL_498696,2020-04-28,North America,USA,Alabama,North America,USA,
hCoV-19/USA/AL-QDX-244/2020|EPI_ISL_498695|2020-04-28|NorthAmerica,USA/AL-QDX-244/2020,EPI_ISL_498695,2020-04-28,North America,USA,Alabama,North America,USA,
hCoV-19/USA/MN-MDH-1147/2020|EPI_ISL_476732|2020-04-30|NorthAmerica,USA/MN-MDH-1147/2020,EPI_ISL_476732,2020-04-30,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/MN-QDX-1023/2020|EPI_ISL_571749|2020-03-15|NorthAmerica,USA/MN-QDX-1023/2020,EPI_ISL_571749,2020-03-15,North America,USA,Minnesota,North America,USA,
hCoV-19/USA/LA-GBCL-26684476/2020|EPI_ISL_485903|2020-04-10|NorthAmerica,USA/LA-GBCL-26684476/2020,EPI_ISL_485903,2020-04-10,North America,USA,Louisiana,North America,USA,
hCoV-19/USA/WY-WYPHL-00066/2020|EPI_ISL_462958|2020-03-27|NorthAmerica,USA/WY-WYPHL-00066/2020,EPI_ISL_462958,2020-03-27,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/CA-CZB0750/2020|EPI_ISL_429018|2020-04-03|NorthAmerica,USA/CA-CZB0750/2020,EPI_ISL_429018,2020-04-03,North America,USA,California,North America,USA,
hCoV-19/Australia/VIC555/2020|EPI_ISL_426816|2020-03-25|Oceania,Australia/VIC555/2020,EPI_ISL_426816,2020-03-25,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/USA/DC-HP00100/2020|EPI_ISL_438245|2020-03-14|NorthAmerica,USA/DC-HP00100/2020,EPI_ISL_438245,2020-03-14,North America,USA,Washington DC,North America,USA,
hCoV-19/Colombia/RIS-GVI-98006/2020|EPI_ISL_447809|2020-04-04|SouthAmerica,Colombia/RIS-GVI-98006/2020,EPI_ISL_447809,2020-04-04,South America,South America,South America,South America,South America,
hCoV-19/USA/WY-WYPHL-00058/2020|EPI_ISL_462950|2020-03-26|NorthAmerica,USA/WY-WYPHL-00058/2020,EPI_ISL_462950,2020-03-26,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/IL-UW351/2020|EPI_ISL_418918|2020-03-13|NorthAmerica,USA/IL-UW351/2020,EPI_ISL_418918,2020-03-13,North America,USA,Illinois,North America,USA,
hCoV-19/USA/PA-MGEL91/2020|EPI_ISL_454373|2020-03-31|NorthAmerica,USA/PA-MGEL91/2020,EPI_ISL_454373,2020-03-31,North America,USA,Pennsylvania,North America,USA,
hCoV-19/USA/OR-OHSU-0382/2020|EPI_ISL_509122|2020-05-08|NorthAmerica,USA/OR-OHSU-0382/2020,EPI_ISL_509122,2020-05-08,North America,USA,Oregon,North America,USA,
hCoV-19/USA/OR-PROV-200/2020|EPI_ISL_482442|2020-05-08|NorthAmerica,USA/OR-PROV-200/2020,EPI_ISL_482442,2020-05-08,North America,USA,Oregon,North America,USA,
hCoV-19/USA/IN-QDX-182/2020|EPI_ISL_494518|2020-04-28|NorthAmerica,USA/IN-QDX-182/2020,EPI_ISL_494518,2020-04-28,North America,USA,Indiana,North America,USA,
hCoV-19/Mexico/GUA-InDRE-19/2020|EPI_ISL_493334|2020-03-27|NorthAmerica,Mexico/GUA-InDRE-19/2020,EPI_ISL_493334,2020-03-27,North America,Mexico,Guanajuato,North America,Mexico,
hCoV-19/PuertoRico/CDC-S8/2020|EPI_ISL_434548|2020-03-23|NorthAmerica,PuertoRico/CDC-S8/2020,EPI_ISL_434548,2020-03-23,North America,USA,Puerto Rico,North America,USA,
hCoV-19/USA/CT-UW-3129/2020|EPI_ISL_500500|2020-03-27|NorthAmerica,USA/CT-UW-3129/2020,EPI_ISL_500500,2020-03-27,North America,USA,Connecticut,North America,USA,
hCoV-19/USA/NC-QDX-174/2020|EPI_ISL_494526|2020-04-27|NorthAmerica,USA/NC-QDX-174/2020,EPI_ISL_494526,2020-04-27,North America,USA,North Carolina,North America,USA,
hCoV-19/Canada/MB-NML-571/2020|EPI_ISL_582266|2020-03-24|NorthAmerica,Canada/MB-NML-571/2020,EPI_ISL_582266,2020-03-24,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/DE-DHSS-F917849/2020|EPI_ISL_576157|2020-03-25|NorthAmerica,USA/DE-DHSS-F917849/2020,EPI_ISL_576157,2020-03-25,North America,USA,Delaware,North America,USA,
hCoV-19/PuertoRico/CDC-S9/2020|EPI_ISL_434549|2020-03-23|NorthAmerica,PuertoRico/CDC-S9/2020,EPI_ISL_434549,2020-03-23,North America,USA,Puerto Rico,North America,USA,
hCoV-19/Jamaica/JM-CDC-6729/2020|EPI_ISL_450798|2020-03-16|NorthAmerica,Jamaica/JM-CDC-6729/2020,EPI_ISL_450798,2020-03-16,North America,Jamaica,Jamaica,North America,Jamaica,
hCoV-19/Canada/QC-LSPQ-L00226861/2020|EPI_ISL_535852|2020-03-18|NorthAmerica,Canada/QC-LSPQ-L00226861/2020,EPI_ISL_535852,2020-03-18,North America,Canada,Quebec,North America,Canada,
hCoV-19/USA/VA-CDC-8005/2020|EPI_ISL_540435|2020-05-03|NorthAmerica,USA/VA-CDC-8005/2020,EPI_ISL_540435,2020-05-03,North America,USA,Virginia,North America,USA,
hCoV-19/USA/VA-DCLS-0321/2020|EPI_ISL_467932|2020-05-04|NorthAmerica,USA/VA-DCLS-0321/2020,EPI_ISL_467932,2020-05-04,North America,USA,Virginia,North America,USA,
hCoV-19/Kazakhstan/38716/2020|EPI_ISL_454575|2020-05-09|Asia,Kazakhstan/38716/2020,EPI_ISL_454575,2020-05-09,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Kazakhstan/33496/2020|EPI_ISL_454585|2020-05-04|Asia,Kazakhstan/33496/2020,EPI_ISL_454585,2020-05-04,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Israel/n14279/2020|EPI_ISL_483709|2020-03-26|Asia,Israel/n14279/2020,EPI_ISL_483709,2020-03-26,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Argentina/PAIS-A0006/2020|EPI_ISL_430798|2020-03-28|SouthAmerica,Argentina/PAIS-A0006/2020,EPI_ISL_430798,2020-03-28,South America,South America,South America,South America,South America,
hCoV-19/USA/NC-QDX-171/2020|EPI_ISL_494523|2020-04-27|NorthAmerica,USA/NC-QDX-171/2020,EPI_ISL_494523,2020-04-27,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/NC-QDX-173/2020|EPI_ISL_494525|2020-04-27|NorthAmerica,USA/NC-QDX-173/2020,EPI_ISL_494525,2020-04-27,North America,USA,North Carolina,North America,USA,
hCoV-19/USA/CT-Yale-100/2020|EPI_ISL_435702|2020-04-06|NorthAmerica,USA/CT-Yale-100/2020,EPI_ISL_435702,2020-04-06,North America,USA,Connecticut,North America,USA,
hCoV-19/Israel/CVL-n-9331/2020|EPI_ISL_474970|2020-04-19|Asia,Israel/CVL-n-9331/2020,EPI_ISL_474970,2020-04-19,Asia,Asia,Asia,Asia,Asia,
hCoV-19/Canada/MB-NML-636/2020|EPI_ISL_582296|2020-04-02|NorthAmerica,Canada/MB-NML-636/2020,EPI_ISL_582296,2020-04-02,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/UT-UPHL-01358/2020|EPI_ISL_575039|2020-04-01|NorthAmerica,USA/UT-UPHL-01358/2020,EPI_ISL_575039,2020-04-01,North America,USA,Utah,North America,USA,
hCoV-19/Canada/MB-NML-782/2020|EPI_ISL_582308|2020-04-01|NorthAmerica,Canada/MB-NML-782/2020,EPI_ISL_582308,2020-04-01,North America,Canada,Manitoba,North America,Canada,
hCoV-19/NewZealand/20VR3068/2020|EPI_ISL_579407|2020-05-09|Oceania,NewZealand/20VR3068/2020,EPI_ISL_579407,2020-05-09,Oceania,Oceania,Oceania,Oceania,Oceania,
hCoV-19/CostaRica/INC-0039/2020|EPI_ISL_491450|2020-03-18|NorthAmerica,CostaRica/INC-0039/2020,EPI_ISL_491450,2020-03-18,North America,Costa Rica,Guanacaste,North America,USA,USA
hCoV-19/USA/AR-CDC-2072/2020|EPI_ISL_450800|2020-03-31|NorthAmerica,USA/AR-CDC-2072/2020,EPI_ISL_450800,2020-03-31,North America,USA,Arkansas,North America,USA,
hCoV-19/Belgium/UGent-116/2020|EPI_ISL_475076|2020-03-23|Europe,Belgium/UGent-116/2020,EPI_ISL_475076,2020-03-23,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Benin/260/2020|EPI_ISL_476823|2020-03-17|Africa,Benin/260/2020,EPI_ISL_476823,2020-03-17,Africa,Africa,Africa,Europe,Europe,Europe
hCoV-19/USA/MI-MDHHS-SC20957/2020|EPI_ISL_507746|2020-03-23|NorthAmerica,USA/MI-MDHHS-SC20957/2020,EPI_ISL_507746,2020-03-23,North America,USA,Michigan,North America,USA,
hCoV-19/Belgium/DJMG-0325156/2020|EPI_ISL_420413|2020-03-25|Europe,Belgium/DJMG-0325156/2020,EPI_ISL_420413,2020-03-25,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Gabon/ITM-K028/2020|EPI_ISL_539576|2020-03-27|Africa,Gabon/ITM-K028/2020,EPI_ISL_539576,2020-03-27,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Senegal/6839/2020|EPI_ISL_486867|2020-04-23|Africa,Senegal/6839/2020,EPI_ISL_486867,2020-04-23,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Belgium/rega-0411458/2020|EPI_ISL_476968|2020-04-11|Europe,Belgium/rega-0411458/2020,EPI_ISL_476968,2020-04-11,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/DC-HP00073/2020|EPI_ISL_438231|2020-03-17|NorthAmerica,USA/DC-HP00073/2020,EPI_ISL_438231,2020-03-17,North America,USA,Washington DC,North America,USA,
hCoV-19/USA/VA-DCLS-0536/2020|EPI_ISL_485837|2020-03-14|NorthAmerica,USA/VA-DCLS-0536/2020,EPI_ISL_485837,2020-03-14,North America,USA,Virginia,North America,USA,
hCoV-19/USA/FL-BPHL-0689/2020|EPI_ISL_509747|2020-03-26|NorthAmerica,USA/FL-BPHL-0689/2020,EPI_ISL_509747,2020-03-26,North America,USA,Florida,North America,USA,
hCoV-19/USA/NY-Wadsworth-10955-01/2020|EPI_ISL_426034|2020-03-04|NorthAmerica,USA/NY-Wadsworth-10955-01/2020,EPI_ISL_426034,2020-03-04,North America,USA,New York,North America,USA,
hCoV-19/Mexico/GRO-InDRE-10/2020|EPI_ISL_455434|2020-03-13|NorthAmerica,Mexico/GRO-InDRE-10/2020,EPI_ISL_455434,2020-03-13,North America,Mexico,Guerrero,South America,South America,South America
hCoV-19/Latvia/048/2020|EPI_ISL_486432|2020-03-16|Europe,Latvia/048/2020,EPI_ISL_486432,2020-03-16,Europe,Europe,Europe,Europe,Europe,
hCoV-19/SierraLeone/KGH-G-8548/2020|EPI_ISL_512811|2020-03-30|Africa,SierraLeone/KGH-G-8548/2020,EPI_ISL_512811,2020-03-30,Africa,Africa,Africa,Africa,Africa,
hCoV-19/Russia/StPetersburg-RII4386V/2020|EPI_ISL_427312|2020-03-29|Europe,Russia/StPetersburg-RII4386V/2020,EPI_ISL_427312,2020-03-29,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Israel/2099251/2020|EPI_ISL_447355|2020-04-02|Asia,Israel/2099251/2020,EPI_ISL_447355,2020-04-02,Asia,Asia,Asia,Asia,Asia,
hCoV-19/USA/AZ-TG273310/2020|EPI_ISL_426566|2020-04-01|NorthAmerica,USA/AZ-TG273310/2020,EPI_ISL_426566,2020-04-01,North America,USA,Arizona,North America,USA,
hCoV-19/USA/AZ-TG273314/2020|EPI_ISL_426567|2020-04-01|NorthAmerica,USA/AZ-TG273314/2020,EPI_ISL_426567,2020-04-01,North America,USA,Arizona,North America,USA,
hCoV-19/USA/AZ-TG273302/2020|EPI_ISL_426563|2020-03-31|NorthAmerica,USA/AZ-TG273302/2020,EPI_ISL_426563,2020-03-31,North America,USA,Arizona,North America,USA,
hCoV-19/USA/AZ-TG273308/2020|EPI_ISL_426565|2020-04-01|NorthAmerica,USA/AZ-TG273308/2020,EPI_ISL_426565,2020-04-01,North America,USA,Arizona,North America,USA,
hCoV-19/USA/WI-GMF-01551/2020|EPI_ISL_435398|2020-04-22|NorthAmerica,USA/WI-GMF-01551/2020,EPI_ISL_435398,2020-04-22,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01591/2020|EPI_ISL_435399|2020-04-23|NorthAmerica,USA/WI-GMF-01591/2020,EPI_ISL_435399,2020-04-23,North America,USA,Iowa,North America,USA,
hCoV-19/USA/IA-GMF-02699/2020|EPI_ISL_455568|2020-05-08|NorthAmerica,USA/IA-GMF-02699/2020,EPI_ISL_455568,2020-05-08,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01158/2020|EPI_ISL_429846|2020-04-16|NorthAmerica,USA/WI-GMF-01158/2020,EPI_ISL_429846,2020-04-16,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01316/2020|EPI_ISL_429848|2020-04-06|NorthAmerica,USA/WI-GMF-01316/2020,EPI_ISL_429848,2020-04-06,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01047/2020|EPI_ISL_429845|2020-04-14|NorthAmerica,USA/WI-GMF-01047/2020,EPI_ISL_429845,2020-04-14,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01455/2020|EPI_ISL_435394|2020-04-21|NorthAmerica,USA/WI-GMF-01455/2020,EPI_ISL_435394,2020-04-21,North America,USA,Iowa,North America,USA,
hCoV-19/USA/WI-GMF-01535/2020|EPI_ISL_435397|2020-04-21|NorthAmerica,USA/WI-GMF-01535/2020,EPI_ISL_435397,2020-04-21,North America,USA,Iowa,North America,USA,
hCoV-19/USA/NJ-QDX-1185/2020|EPI_ISL_571969|2020-03-13|NorthAmerica,USA/NJ-QDX-1185/2020,EPI_ISL_571969,2020-03-13,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/WA-S364/2020|EPI_ISL_434124|2020-03-26|NorthAmerica,USA/WA-S364/2020,EPI_ISL_434124,2020-03-26,North America,USA,Washington,North America,USA,
hCoV-19/USA/CA-CZB-1684/2020|EPI_ISL_468622|2020-04-01|NorthAmerica,USA/CA-CZB-1684/2020,EPI_ISL_468622,2020-04-01,North America,USA,California,North America,USA,
hCoV-19/USA/CA-CZB-1689/2020|EPI_ISL_468625|2020-04-02|NorthAmerica,USA/CA-CZB-1689/2020,EPI_ISL_468625,2020-04-02,North America,USA,California,North America,USA,
hCoV-19/USA/CA-CZB-1499/2020|EPI_ISL_468448|2020-05-09|NorthAmerica,USA/CA-CZB-1499/2020,EPI_ISL_468448,2020-05-09,North America,USA,California,North America,USA,
hCoV-19/USA/KY-9A06/2020|EPI_ISL_468063|2020-03-18|NorthAmerica,USA/KY-9A06/2020,EPI_ISL_468063,2020-03-18,North America,USA,Kentucky,North America,USA,
hCoV-19/USA/MO-QDX-675/2020|EPI_ISL_571474|2020-03-18|NorthAmerica,USA/MO-QDX-675/2020,EPI_ISL_571474,2020-03-18,North America,USA,Missouri,North America,USA,
hCoV-19/Finland/10A66S14/2020|EPI_ISL_481530|2020-04-10|Europe,Finland/10A66S14/2020,EPI_ISL_481530,2020-04-10,Europe,Europe,Europe,Europe,Europe,
hCoV-19/USA/NJ-QDX-871/2020|EPI_ISL_571646|2020-03-16|NorthAmerica,USA/NJ-QDX-871/2020,EPI_ISL_571646,2020-03-16,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/NJ-QDX-1211/2020|EPI_ISL_571972|2020-03-16|NorthAmerica,USA/NJ-QDX-1211/2020,EPI_ISL_571972,2020-03-16,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/CO-QDX-877/2020|EPI_ISL_571592|2020-03-16|NorthAmerica,USA/CO-QDX-877/2020,EPI_ISL_571592,2020-03-16,North America,USA,Colorado,North America,USA,
hCoV-19/Canada/ON-S28/2020|EPI_ISL_591128|2020-03-16|NorthAmerica,Canada/ON-S28/2020,EPI_ISL_591128,2020-03-16,North America,Canada,Ontario,North America,Canada,
hCoV-19/USA/MI-MDHHS-SC20623/2020|EPI_ISL_462705|2020-04-17|NorthAmerica,USA/MI-MDHHS-SC20623/2020,EPI_ISL_462705,2020-04-17,North America,USA,Michigan,North America,USA,
hCoV-19/USA/MD-MDH-0033/2020|EPI_ISL_481278|2020-04-07|NorthAmerica,USA/MD-MDH-0033/2020,EPI_ISL_481278,2020-04-07,North America,USA,Maryland,North America,USA,
hCoV-19/USA/MD-MDH-0034/2020|EPI_ISL_481279|2020-04-07|NorthAmerica,USA/MD-MDH-0034/2020,EPI_ISL_481279,2020-04-07,North America,USA,Maryland,North America,USA,
hCoV-19/USA/WI-WSLH-200014/2020|EPI_ISL_471180|2020-03-27|NorthAmerica,USA/WI-WSLH-200014/2020,EPI_ISL_471180,2020-03-27,North America,USA,Wisconsin,North America,USA,
hCoV-19/USA/MD-MDH-0020/2020|EPI_ISL_481268|2020-04-01|NorthAmerica,USA/MD-MDH-0020/2020,EPI_ISL_481268,2020-04-01,North America,USA,Maryland,North America,USA,
hCoV-19/USA/IN-QDX-251/2020|EPI_ISL_498726|2020-04-29|NorthAmerica,USA/IN-QDX-251/2020,EPI_ISL_498726,2020-04-29,North America,USA,Indiana,North America,USA,
hCoV-19/Denmark/ALAB-HH-193/2020|EPI_ISL_452056|2020-04-15|Europe,Denmark/ALAB-HH-193/2020,EPI_ISL_452056,2020-04-15,Europe,Europe,Europe,Europe,Europe,
hCoV-19/Canada/MB-NML-843/2020|EPI_ISL_582333|2020-03-19|NorthAmerica,Canada/MB-NML-843/2020,EPI_ISL_582333,2020-03-19,North America,Canada,Manitoba,North America,Canada,
hCoV-19/USA/NY-MH001867/2020|EPI_ISL_526686|2020-05-10|NorthAmerica,USA/NY-MH001867/2020,EPI_ISL_526686,2020-05-10,North America,USA,New York,North America,USA,
hCoV-19/USA/WA-S1055/2020|EPI_ISL_463545|2020-04-30|NorthAmerica,USA/WA-S1055/2020,EPI_ISL_463545,2020-04-30,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-UW-3964/2020|EPI_ISL_427222|2020-03-31|NorthAmerica,USA/WA-UW-3964/2020,EPI_ISL_427222,2020-03-31,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-UW-2068/2020|EPI_ISL_485979|2020-03-24|NorthAmerica,USA/WA-UW-2068/2020,EPI_ISL_485979,2020-03-24,North America,USA,Washington,North America,USA,
hCoV-19/USA/WA-UW-3158/2020|EPI_ISL_491006|2020-03-28|NorthAmerica,USA/WA-UW-3158/2020,EPI_ISL_491006,2020-03-28,North America,USA,Washington,North America,USA,
hCoV-19/USA/WY-WYPHL-20007405/2020|EPI_ISL_493064|2020-04-02|NorthAmerica,USA/WY-WYPHL-20007405/2020,EPI_ISL_493064,2020-04-02,North America,USA,Wyoming,North America,USA,
hCoV-19/USA/WA-S603/2020|EPI_ISL_438156|2020-04-15|NorthAmerica,USA/WA-S603/2020,EPI_ISL_438156,2020-04-15,North America,USA,Washington,North America,USA,
hCoV-19/USA/NJ-QDX-1210/2020|EPI_ISL_571971|2020-03-17|NorthAmerica,USA/NJ-QDX-1210/2020,EPI_ISL_571971,2020-03-17,North America,USA,New Jersey,North America,USA,
hCoV-19/USA/AR-QDX-680/2020|EPI_ISL_571409|2020-03-18|NorthAmerica,USA/AR-QDX-680/2020,EPI_ISL_571409,2020-03-18,North America,USA,Arkansas,North America,USA,
